ID,AGE,BodyMassIndex,Education,Profession,AnnualIncome,InsuranceAwareness
53709,2,2,4,8,5,3
53710,3,2,4,10,1,7
53711,1,2,3,6,6,2
53712,1,5,7,2,2,7
53713,5,5,1,3,4,2
53714,3,5,5,10,6,9
53715,5,2,3,1,6,2
53716,5,2,3,6,2,7
53717,2,2,2,10,2,3
53718,2,2,3,4,5,3
53719,2,4,5,8,5,10
53720,2,4,2,9,4,4
53721,2,5,3,3,3,8
53722,1,5,2,2,3,9
53723,5,3,1,7,6,2
53724,2,5,2,2,2,8
53725,3,3,4,6,6,4
53726,5,1,3,8,1,1
53727,2,2,5,7,1,4
53728,3,4,3,4,5,7
53729,3,4,3,4,5,3
53730,2,5,6,7,2,8
53731,2,4,7,1,6,4
53732,2,1,4,1,6,8
53733,2,1,7,6,2,9
53734,3,2,3,8,5,4
53735,3,1,4,3,4,5
53736,4,1,6,3,1,3
53737,5,3,6,3,4,10
53738,2,3,2,5,3,1
53739,3,5,5,4,4,5
53740,3,3,1,3,5,7
53741,5,5,3,2,4,1
53742,3,1,3,7,5,2
53743,1,5,7,1,5,7
53744,3,2,2,9,1,8
53745,3,4,6,1,1,7
53746,2,2,2,5,3,9
53747,3,1,1,10,6,7
53748,1,3,4,6,3,9
53749,5,4,5,10,3,5
53750,4,2,2,3,3,4
53751,4,3,3,6,4,7
53752,4,2,5,10,4,9
53753,4,1,3,8,3,4
53754,3,1,4,6,5,10
53755,2,3,6,10,5,4
53756,1,1,5,6,2,9
53757,4,1,5,7,1,5
53758,2,1,6,1,5,8
53759,5,5,2,7,3,4
53760,2,5,1,1,5,2
53761,1,2,5,5,3,9
53762,2,5,3,4,1,7
53763,1,3,4,8,2,3
53764,3,5,3,5,4,5
53765,1,3,3,8,5,1
53766,4,1,7,2,6,5
53767,5,5,2,8,5,8
53768,2,1,2,7,2,4
53769,3,3,2,8,6,7
53770,5,2,2,4,3,3
53771,3,2,5,3,5,5
53772,3,4,7,2,1,3
53773,2,5,7,9,1,4
53774,1,4,5,8,3,1
53775,3,1,3,6,3,2
53776,1,4,3,8,2,8
53777,3,2,7,8,6,10
53778,3,4,5,6,2,7
53779,2,1,1,5,3,10
53780,4,1,6,6,6,8
53781,5,1,4,7,3,8
53782,3,2,2,1,5,10
53783,1,1,4,10,3,3
53784,2,4,5,9,1,4
53785,1,2,5,1,5,5
53786,4,4,2,1,5,10
53787,5,1,3,9,5,2
53788,2,4,4,3,6,8
53789,1,1,1,6,3,8
53790,5,5,4,6,3,1
53791,4,1,4,6,1,1
53792,3,4,1,5,2,2
53793,1,5,4,1,4,4
53794,1,5,3,4,4,1
53795,5,2,3,4,1,6
53796,2,4,3,1,1,3
53797,5,1,7,9,3,10
53798,2,1,7,7,2,2
53799,5,3,7,5,2,2
53800,4,5,2,2,4,3
53801,3,3,4,5,2,10
53802,4,1,6,9,3,7
53803,1,3,3,3,1,4
53804,4,3,4,5,6,7
53805,5,4,6,2,4,3
53806,4,1,2,4,3,1
53807,1,4,5,7,4,2
53808,4,4,5,9,1,5
53809,5,2,6,3,3,10
53810,2,2,7,1,2,7
53811,1,4,4,6,6,8
53812,5,1,2,5,6,1
53813,2,4,6,6,3,6
53814,1,2,5,4,4,3
53815,5,4,2,10,6,7
53816,5,1,3,6,5,2
53817,5,2,1,5,2,6
53818,3,3,2,4,3,7
53819,4,3,3,3,5,5
53820,5,2,1,2,4,9
53821,3,5,3,10,5,1
53822,1,2,6,9,5,5
53823,4,5,2,10,2,6
53824,2,2,5,8,2,3
53825,1,1,4,8,6,3
53826,3,1,4,8,4,8
53827,1,3,4,3,2,9
53828,5,4,7,2,5,4
53829,2,1,7,6,1,1
53830,2,1,4,3,2,8
53831,1,3,2,7,2,9
53832,2,3,4,7,1,1
53833,1,2,7,5,4,3
53834,2,3,3,6,1,2
53835,2,4,4,6,5,8
53836,2,4,5,10,3,9
53837,1,4,4,7,5,1
53838,4,1,1,10,5,8
53839,2,4,7,1,2,10
53840,1,2,3,4,3,6
53841,5,4,7,3,5,4
53842,5,1,7,1,2,2
53843,1,5,1,4,5,8
53844,5,1,7,10,4,5
53845,2,5,7,5,3,7
53846,5,3,7,4,2,1
53847,3,2,5,3,4,7
53848,5,3,3,8,6,8
53849,3,1,4,1,5,6
53850,5,1,4,7,5,7
53851,1,5,6,9,5,4
53852,4,3,1,2,1,8
53853,1,3,3,5,4,3
53854,2,5,4,8,3,7
53855,2,4,5,8,2,5
53856,3,1,1,5,6,6
53857,3,5,7,10,3,2
53858,4,1,6,6,4,8
53859,1,2,4,6,2,2
53860,2,2,4,1,5,5
53861,1,2,7,3,5,10
53862,4,1,1,10,2,3
53863,2,5,7,6,3,3
53864,2,5,5,4,1,7
53865,4,3,5,3,3,7
53866,1,3,6,2,5,8
53867,4,2,7,3,1,6
53868,4,2,5,8,1,9
53869,5,5,2,6,5,8
53870,5,3,5,5,4,3
53871,3,5,7,7,5,1
53872,3,2,6,8,4,7
53873,2,2,1,5,4,1
53874,4,5,5,10,4,6
53875,2,1,2,3,4,7
53876,5,4,1,7,3,1
53877,5,3,1,9,4,5
53878,2,2,2,6,2,7
53879,5,2,5,10,6,9
53880,3,3,1,3,5,9
53881,3,3,4,9,4,6
53882,2,2,3,5,1,4
53883,2,4,2,8,1,5
53884,2,1,1,10,3,8
53885,5,5,7,7,5,10
53886,1,2,5,2,6,3
53887,4,3,3,6,5,9
53888,3,5,5,4,6,9
53889,5,3,3,10,2,3
53890,3,4,4,5,4,6
53891,4,3,1,2,4,6
53892,3,3,4,10,3,7
53893,5,4,3,10,5,1
53894,4,3,7,4,4,3
53895,3,2,5,2,2,10
53896,5,5,5,8,5,2
53897,2,5,4,2,5,8
53898,2,2,6,4,1,3
53899,5,5,5,1,3,6
53900,3,4,1,3,3,9
53901,3,5,1,3,5,9
53902,5,2,5,3,2,2
53903,4,4,7,8,3,6
53904,2,2,4,3,4,3
53905,2,3,6,6,1,9
53906,4,1,6,3,5,10
53907,5,1,2,5,6,6
53908,5,3,4,2,6,1
53909,3,5,7,6,3,3
53910,1,5,1,3,2,4
53911,2,4,4,5,1,7
53912,2,5,3,4,5,5
53913,4,2,6,2,4,6
53914,4,4,4,9,4,1
53915,1,3,6,4,6,6
53916,3,5,5,2,1,9
53917,4,2,3,2,2,3
53918,3,1,6,1,3,8
53919,5,2,4,3,3,6
53920,1,2,1,6,1,1
53921,3,4,5,7,1,10
53922,2,4,2,4,6,6
53923,5,4,3,2,6,10
53924,5,3,5,5,6,2
53925,1,4,6,10,1,4
53926,3,4,3,9,4,4
53927,4,4,1,8,1,1
53928,3,2,5,2,3,8
53929,1,1,1,10,4,9
53930,5,3,6,9,6,10
53931,5,1,4,7,2,7
53932,1,3,3,9,2,7
53933,5,5,5,2,4,6
53934,4,4,6,10,6,7
53935,5,5,2,6,3,10
53936,2,5,4,6,3,7
53937,5,2,1,9,1,10
53938,1,5,3,10,1,8
53939,1,2,2,4,2,10
53940,5,5,1,6,4,2
53941,1,1,3,3,4,8
53942,3,4,7,8,2,5
53943,3,3,4,2,4,7
53944,4,2,4,10,5,1
53945,1,2,1,1,1,1
53946,5,5,2,9,1,3
53947,4,2,1,10,2,10
53948,2,3,2,6,5,9
53949,5,3,3,2,5,2
53950,3,1,7,5,5,9
53951,1,3,5,8,6,5
53952,5,4,5,4,3,2
53953,1,5,6,2,1,2
53954,4,3,3,4,5,4
53955,5,3,2,9,5,5
53956,2,2,7,2,1,1
53957,2,2,4,5,6,8
53958,1,5,6,6,6,6
53959,5,1,6,5,1,4
53960,4,2,3,10,4,2
53961,1,4,7,7,3,7
53962,3,4,2,6,3,3
53963,1,5,7,8,5,2
53964,1,2,7,9,1,7
53965,4,4,6,9,6,10
53966,5,1,5,5,3,9
53967,3,5,7,6,1,3
53968,5,4,7,10,6,7
53969,2,3,5,10,3,7
53970,4,3,6,2,6,9
53971,3,3,1,4,5,8
53972,1,5,3,2,5,2
53973,3,3,6,5,6,9
53974,5,3,2,9,3,7
53975,5,2,4,3,1,5
53976,4,2,5,9,1,3
53977,3,2,5,4,1,3
53978,2,1,4,3,1,6
53979,4,5,1,7,1,10
53980,5,2,5,3,1,7
53981,4,3,6,5,6,10
53982,4,1,4,3,3,2
53983,5,2,6,2,1,2
53984,1,2,5,8,4,9
53985,4,2,7,8,6,8
53986,2,2,4,3,2,1
53987,5,3,4,7,3,9
53988,3,3,2,7,4,6
53989,4,1,2,3,5,10
53990,4,4,7,8,1,2
53991,5,5,7,3,3,10
53992,4,2,7,3,6,3
53993,3,3,1,6,1,7
53994,3,4,7,2,5,2
53995,2,1,4,1,4,3
53996,1,4,5,7,1,6
53997,5,2,7,9,4,9
53998,4,4,1,2,3,5
53999,2,4,5,7,2,7
54000,4,1,6,5,1,1
54001,2,1,3,6,4,3
54002,1,1,3,5,4,8
54003,2,2,6,3,2,5
54004,4,1,4,7,1,1
54005,5,2,7,10,6,10
54006,4,1,3,7,2,2
54007,3,5,5,2,1,4
54008,4,2,6,4,2,3
54009,2,3,4,2,4,10
54010,5,5,2,3,6,9
54011,2,5,3,10,5,4
54012,1,5,2,8,2,4
54013,5,2,6,6,1,4
54014,3,3,3,5,3,1
54015,2,5,2,1,3,10
54016,1,3,2,5,3,9
54017,2,1,5,2,6,4
54018,5,5,1,5,6,10
54019,4,3,1,7,3,3
54020,3,4,1,5,1,7
54021,4,3,1,1,3,5
54022,1,3,4,8,1,8
54023,4,5,2,3,3,5
54024,2,2,4,3,1,9
54025,1,4,5,9,6,3
54026,2,4,5,2,4,3
54027,2,2,2,4,5,3
54028,1,3,7,5,5,4
54029,2,3,1,4,5,8
54030,1,4,5,3,1,4
54031,5,4,4,9,2,4
54032,5,3,3,9,4,5
54033,5,5,4,3,5,8
54034,4,4,5,9,4,5
54035,5,2,6,3,4,7
54036,3,5,7,1,3,5
54037,2,3,7,8,2,2
54038,1,5,3,3,3,1
54039,1,4,6,10,1,8
54040,1,1,4,6,5,3
54041,2,2,4,3,4,1
54042,1,3,1,5,2,7
54043,1,1,1,9,4,7
54044,3,4,1,10,6,5
54045,5,1,6,6,5,6
54046,2,3,2,9,4,9
54047,3,2,5,8,4,1
54048,1,3,3,5,1,1
54049,1,5,3,9,4,9
54050,1,3,5,3,1,3
54051,3,5,4,9,2,1
54052,5,2,7,8,6,3
54053,1,5,1,6,5,5
54054,2,2,5,8,2,10
54055,3,5,1,6,3,7
54056,5,2,1,8,1,5
54057,3,5,7,10,6,4
54058,1,1,2,6,5,7
54059,5,1,6,5,5,4
54060,1,5,2,1,2,6
54061,2,4,2,1,6,9
54062,2,4,2,8,5,8
54063,3,5,5,4,5,2
54064,3,2,3,4,2,9
54065,3,1,3,10,6,5
54066,5,4,3,5,6,5
54067,2,4,3,2,6,7
54068,4,4,3,5,3,9
54069,5,4,2,7,2,5
54070,4,5,3,3,5,6
54071,1,4,2,9,2,3
54072,4,4,4,6,1,6
54073,5,1,2,6,5,9
54074,1,2,2,2,4,10
54075,4,1,2,8,3,5
54076,2,2,2,3,5,8
54077,2,5,7,7,4,1
54078,5,4,2,8,3,7
54079,5,4,6,8,6,2
54080,1,1,1,7,3,6
54081,5,1,5,10,5,10
54082,3,1,4,7,5,4
54083,5,5,4,6,6,5
54084,3,5,2,7,4,10
54085,4,3,1,4,3,4
54086,5,3,1,8,5,7
54087,3,4,1,7,4,2
54088,4,4,4,3,2,9
54089,4,4,2,1,6,9
54090,5,2,1,1,5,10
54091,2,1,5,9,2,7
54092,4,2,2,6,2,6
54093,3,2,1,5,3,2
54094,1,3,3,4,3,10
54095,5,2,3,9,1,7
54096,2,5,4,5,5,7
54097,5,2,4,1,5,5
54098,3,4,7,2,2,3
54099,3,4,4,6,3,4
54100,3,4,4,3,4,10
54101,3,3,4,8,5,5
54102,4,4,2,10,5,2
54103,2,4,7,8,3,8
54104,4,2,4,6,1,8
54105,5,5,7,5,2,6
54106,2,4,4,5,4,7
54107,1,4,4,4,5,5
54108,3,5,6,7,4,6
54109,1,5,5,7,4,1
54110,5,4,7,9,3,7
54111,3,4,7,3,3,10
54112,1,4,3,5,4,6
54113,2,2,4,4,1,4
54114,1,3,4,8,5,8
54115,5,4,6,6,4,2
54116,1,2,4,4,3,10
54117,2,1,7,7,5,10
54118,2,1,5,1,2,2
54119,5,4,4,8,5,5
54120,1,1,5,5,1,7
54121,2,3,2,3,6,4
54122,5,5,4,8,3,4
54123,3,3,5,9,1,1
54124,4,3,1,10,1,6
54125,5,1,5,2,4,3
54126,1,4,4,7,5,1
54127,5,1,3,1,4,9
54128,1,5,2,8,2,10
54129,5,1,4,6,4,2
54130,5,2,7,8,3,8
54131,5,3,6,1,4,9
54132,3,3,7,5,6,9
54133,4,5,4,3,3,3
54134,5,1,2,7,6,3
54135,3,3,3,2,5,1
54136,1,5,5,10,4,1
54137,3,1,5,1,4,7
54138,1,4,3,2,4,10
54139,2,1,2,6,6,9
54140,1,3,1,6,4,10
54141,5,3,7,10,6,10
54142,5,4,2,7,6,3
54143,2,4,3,3,6,10
54144,4,3,5,4,5,2
54145,1,3,5,7,6,5
54146,4,2,5,6,1,4
54147,1,3,1,6,4,5
54148,5,2,7,5,3,5
54149,2,4,6,1,3,10
54150,4,2,6,8,6,5
54151,4,4,5,5,2,1
54152,5,1,2,8,6,6
54153,3,4,4,7,2,4
54154,3,4,4,10,5,10
54155,5,3,4,5,6,9
54156,5,1,7,8,2,7
54157,2,4,5,3,6,1
54158,4,3,3,2,4,4
54159,5,2,4,8,2,2
54160,5,5,4,4,5,5
54161,5,2,3,2,1,1
54162,4,2,6,5,4,6
54163,1,5,5,2,1,9
54164,2,2,3,1,2,8
54165,2,4,1,4,1,5
54166,2,2,7,6,5,8
54167,2,5,2,8,4,2
54168,4,5,3,2,4,9
54169,4,5,6,9,5,6
54170,1,3,5,1,5,4
54171,3,5,4,7,5,7
54172,2,1,4,4,6,8
54173,1,1,6,9,6,9
54174,2,3,3,9,3,9
54175,3,5,3,1,4,6
54176,2,4,2,6,2,7
54177,2,1,3,10,4,10
54178,3,3,4,9,1,4
54179,1,2,1,1,5,1
54180,3,5,3,8,3,7
54181,3,4,2,5,4,5
54182,3,2,6,2,3,1
54183,3,4,2,1,3,5
54184,2,2,1,10,5,7
54185,4,3,5,5,5,6
54186,5,5,6,2,5,8
54187,4,3,4,4,5,8
54188,3,4,2,7,5,1
54189,2,2,4,5,1,10
54190,1,4,6,1,4,7
54191,5,2,6,5,2,3
54192,1,4,6,9,6,6
54193,1,4,1,1,4,6
54194,1,5,7,4,3,6
54195,1,5,6,8,1,3
54196,2,5,1,10,6,3
54197,1,5,2,2,5,2
54198,4,4,7,1,1,6
54199,1,1,1,3,6,1
54200,5,5,3,10,6,9
54201,1,2,1,9,4,9
54202,4,5,5,10,3,5
54203,2,3,5,4,3,1
54204,2,2,6,4,2,7
54205,1,3,6,10,1,3
54206,1,5,2,5,2,1
54207,1,3,1,7,1,2
54208,4,4,7,8,1,3
54209,4,5,4,10,3,2
54210,1,5,4,2,5,1
54211,2,3,3,4,1,3
54212,3,4,1,7,1,8
54213,1,1,2,9,2,3
54214,5,2,7,6,2,5
54215,1,5,2,5,1,10
54216,5,1,6,6,6,4
54217,5,1,6,5,3,7
54218,4,5,3,4,1,8
54219,3,5,2,2,6,10
54220,2,5,6,2,4,3
54221,1,3,3,5,5,5
54222,5,1,3,7,3,1
54223,2,5,1,5,2,7
54224,3,3,4,10,4,8
54225,2,4,2,3,6,3
54226,3,4,1,2,5,7
54227,5,4,6,6,5,9
54228,1,2,6,6,2,7
54229,5,5,2,4,6,9
54230,1,3,5,4,5,8
54231,1,2,7,6,6,2
54232,4,3,4,2,6,2
54233,5,5,2,9,4,3
54234,3,2,4,4,1,10
54235,2,4,3,9,5,9
54236,4,5,4,9,4,9
54237,4,4,6,5,2,7
54238,5,4,1,4,6,4
54239,5,4,7,6,3,3
54240,5,4,6,2,6,2
54241,3,2,2,8,6,4
54242,4,4,3,3,5,8
54243,3,3,1,4,1,5
54244,3,5,5,4,4,9
54245,3,5,1,9,2,7
54246,2,5,1,3,3,7
54247,3,3,7,8,4,10
54248,4,2,3,7,1,3
54249,2,3,6,10,1,3
54250,5,2,2,1,1,1
54251,2,2,2,4,6,4
54252,3,5,5,9,4,6
54253,1,1,3,2,1,6
54254,2,2,7,5,6,7
54255,5,3,4,3,5,9
54256,1,4,7,5,2,8
54257,2,2,3,10,3,9
54258,1,4,1,7,3,6
54259,4,1,6,5,3,2
54260,1,2,3,4,6,8
54261,4,4,7,7,3,6
54262,3,4,5,7,3,7
54263,4,1,5,9,1,4
54264,4,4,6,10,5,1
54265,2,2,4,5,4,3
54266,5,3,2,7,2,8
54267,5,5,6,4,4,4
54268,1,1,4,5,6,8
54269,1,3,7,1,3,3
54270,1,5,6,7,5,6
54271,3,2,3,1,6,4
54272,2,3,2,2,3,10
54273,3,3,2,3,2,9
54274,4,3,4,1,1,3
54275,5,1,3,1,1,5
54276,2,4,7,5,1,10
54277,2,4,2,7,6,3
54278,3,4,6,1,5,6
54279,5,4,7,4,6,1
54280,4,2,2,6,4,1
54281,4,5,3,10,5,3
54282,3,3,4,3,2,1
54283,5,4,1,2,5,4
54284,5,3,4,4,1,3
54285,3,3,2,6,3,3
54286,2,2,2,5,5,4
54287,4,3,5,10,5,6
54288,1,1,2,3,3,10
54289,5,2,6,2,6,4
54290,3,2,7,9,4,10
54291,2,4,4,6,3,2
54292,2,5,6,2,2,3
54293,2,4,7,9,6,10
54294,5,5,5,10,5,2
54295,1,5,2,2,4,4
54296,1,2,1,2,5,6
54297,2,1,5,2,2,9
54298,1,1,5,2,1,8
54299,2,2,6,5,5,8
54300,4,3,1,7,6,7
54301,1,4,6,4,4,8
54302,2,2,1,6,1,4
54303,3,1,6,1,5,1
54304,5,1,3,3,5,1
54305,4,3,6,4,5,8
54306,1,3,1,7,3,1
54307,4,1,2,4,6,10
54308,1,5,2,10,6,1
54309,1,5,4,10,6,5
54310,4,2,7,2,3,4
54311,3,2,5,10,5,7
54312,3,4,6,2,4,8
54313,5,3,3,2,1,2
54314,3,3,1,5,2,7
54315,1,1,6,6,1,3
54316,4,1,6,3,2,4
54317,2,3,3,1,4,8
54318,1,5,1,9,1,6
54319,4,4,3,7,5,5
54320,5,1,1,9,4,8
54321,5,5,2,3,5,4
54322,3,2,7,5,2,3
54323,5,2,4,3,3,7
54324,5,1,2,7,2,10
54325,3,1,2,10,5,1
54326,3,1,4,7,5,4
54327,2,3,1,10,6,5
54328,1,2,5,10,5,7
54329,3,4,5,1,3,4
54330,3,1,2,8,4,10
54331,4,4,7,10,3,4
54332,5,3,6,3,4,1
54333,3,3,6,4,5,10
54334,2,1,5,8,1,7
54335,1,3,1,10,6,6
54336,1,4,6,4,2,2
54337,1,2,2,4,2,3
54338,4,4,1,3,5,6
54339,2,4,3,2,6,10
54340,5,4,2,5,1,8
54341,5,2,6,8,5,7
54342,3,3,4,8,6,10
54343,2,5,4,5,5,4
54344,4,4,3,7,2,6
54345,4,5,7,1,6,7
54346,1,4,7,8,3,2
54347,5,1,3,8,1,5
54348,5,2,6,5,1,3
54349,1,5,3,5,2,4
54350,1,5,4,4,1,3
54351,4,3,7,3,5,5
54352,3,5,4,9,5,3
54353,5,3,6,4,4,1
54354,1,5,2,5,4,5
54355,1,4,6,3,1,3
54356,3,5,3,9,4,3
54357,2,2,6,7,2,1
54358,2,2,7,8,6,1
54359,5,2,7,7,5,1
54360,2,5,6,5,5,1
54361,5,5,2,6,6,7
54362,3,4,4,10,5,10
54363,2,5,2,7,4,9
54364,1,1,6,5,3,3
54365,5,1,6,6,2,5
54366,4,1,4,10,4,10
54367,1,5,1,5,1,8
54368,5,1,2,7,6,6
54369,2,5,3,8,3,2
54370,5,3,2,7,2,9
54371,1,4,4,9,4,3
54372,5,2,7,2,5,2
54373,3,5,5,9,1,7
54374,1,3,1,1,4,6
54375,5,1,2,7,6,2
54376,1,3,1,7,2,7
54377,5,4,5,4,3,4
54378,1,1,4,7,6,4
54379,4,4,1,5,2,3
54380,4,4,5,6,4,7
54381,1,4,4,5,3,6
54382,4,3,3,2,6,1
54383,4,2,4,1,4,2
54384,1,1,7,1,2,7
54385,3,5,2,1,4,4
54386,4,4,4,1,6,8
54387,2,3,1,7,6,6
54388,2,2,1,3,1,6
54389,1,1,1,3,4,9
54390,2,1,5,1,6,6
54391,4,2,7,4,3,4
54392,1,4,1,7,3,8
54393,1,2,5,10,1,5
54394,3,1,2,7,3,5
54395,2,4,1,8,2,4
54396,3,4,6,8,2,6
54397,2,4,2,5,3,5
54398,1,5,6,3,2,9
54399,3,1,2,6,4,8
54400,3,1,4,2,6,6
54401,2,4,1,10,5,4
54402,1,3,5,1,5,1
54403,1,1,7,6,1,6
54404,1,2,3,6,2,10
54405,3,5,1,2,2,9
54406,3,2,3,6,3,6
54407,3,5,2,3,3,8
54408,3,2,3,1,2,8
54409,3,4,7,4,5,2
54410,3,4,5,10,2,10
54411,2,4,2,7,6,6
54412,2,1,4,10,3,2
54413,3,3,2,3,5,3
54414,1,5,2,8,6,2
54415,3,1,5,2,3,6
54416,5,2,5,1,1,1
54417,1,4,7,5,5,9
54418,5,3,7,5,6,3
54419,5,3,1,3,6,1
54420,3,5,3,3,4,9
54421,2,4,3,10,1,2
54422,4,4,3,10,2,3
54423,5,4,1,8,6,7
54424,4,4,3,1,3,2
54425,5,2,4,8,3,8
54426,5,1,7,5,4,8
54427,4,3,6,10,5,1
54428,4,3,6,10,4,6
54429,1,4,1,4,1,10
54430,5,3,4,5,5,10
54431,1,1,1,4,5,4
54432,2,2,3,5,6,10
54433,5,4,3,5,1,6
54434,3,1,5,8,4,9
54435,3,3,7,9,6,8
54436,4,5,6,4,3,4
54437,3,1,2,10,3,10
54438,2,3,3,5,6,4
54439,5,2,5,7,3,9
54440,4,4,3,3,6,3
54441,3,1,3,4,3,3
54442,2,5,7,7,6,9
54443,5,1,4,6,1,4
54444,4,5,4,6,2,9
54445,2,1,2,7,1,5
54446,3,5,1,6,4,8
54447,4,4,6,1,3,6
54448,5,5,4,9,3,1
54449,1,4,7,8,6,8
54450,4,2,6,4,1,7
54451,5,5,2,1,3,7
54452,4,3,1,1,2,6
54453,1,5,5,4,3,9
54454,2,4,2,4,3,6
54455,3,5,6,3,5,3
54456,3,5,3,6,4,1
54457,4,5,7,5,5,1
54458,3,2,5,10,6,2
54459,3,3,2,2,3,10
54460,4,5,4,8,2,9
54461,3,3,5,9,5,2
54462,3,4,6,8,1,10
54463,1,4,4,3,3,7
54464,1,2,2,10,2,9
54465,3,3,2,4,4,5
54466,2,4,6,9,4,1
54467,4,4,4,1,1,3
54468,2,5,6,1,5,6
54469,5,2,3,10,6,5
54470,4,1,3,6,2,10
54471,4,1,6,1,6,9
54472,2,4,2,5,5,5
54473,2,5,6,10,2,1
54474,2,5,1,10,3,9
54475,1,3,1,9,5,4
54476,1,2,6,2,2,8
54477,3,2,4,7,6,5
54478,1,3,1,6,5,8
54479,2,1,3,9,1,9
54480,2,2,7,1,3,8
54481,1,1,5,2,1,4
54482,3,5,5,2,3,6
54483,1,2,3,10,6,4
54484,1,2,7,7,5,1
54485,1,4,5,4,1,7
54486,2,4,5,3,4,6
54487,1,5,6,5,5,5
54488,4,1,2,2,1,7
54489,5,5,7,9,6,1
54490,3,1,2,2,2,3
54491,1,1,3,2,2,3
54492,5,5,1,8,5,8
54493,4,1,7,7,3,6
54494,1,3,1,1,4,5
54495,5,1,2,2,3,4
54496,3,4,2,1,2,1
54497,2,2,4,6,5,9
54498,5,2,1,2,5,6
54499,2,5,4,2,1,6
54500,5,2,7,5,4,3
54501,5,2,2,10,4,4
54502,4,4,2,9,1,6
54503,5,3,6,6,1,7
54504,1,3,6,4,5,5
54505,1,1,1,1,1,5
54506,1,3,7,5,4,9
54507,1,3,6,7,6,5
54508,4,5,4,3,3,9
54509,5,4,3,9,4,9
54510,3,3,6,5,4,8
54511,5,3,2,2,1,10
54512,1,2,6,9,5,2
54513,4,3,3,4,3,3
54514,2,1,5,2,1,5
54515,2,4,4,9,3,6
54516,4,4,6,7,1,9
54517,5,3,6,5,2,9
54518,3,2,1,4,5,5
54519,5,2,3,7,6,9
54520,1,1,4,5,4,8
54521,2,4,1,5,1,9
54522,2,5,7,1,6,7
54523,5,2,4,6,6,2
54524,1,4,3,4,2,6
54525,5,5,2,7,5,8
54526,2,3,7,4,2,8
54527,1,4,3,1,1,5
54528,3,5,5,3,2,1
54529,1,4,1,3,3,2
54530,4,2,4,9,5,5
54531,4,1,4,2,2,4
54532,2,3,3,2,6,1
54533,3,5,7,9,6,4
54534,1,5,6,5,3,8
54535,3,5,7,10,5,6
54536,5,1,1,7,4,8
54537,5,3,1,5,2,9
54538,2,5,6,5,4,1
54539,1,1,6,2,1,10
54540,1,2,7,8,4,1
54541,1,2,3,3,1,9
54542,5,2,3,2,5,3
54543,3,1,6,4,6,10
54544,4,3,2,8,6,1
54545,2,2,2,5,1,5
54546,2,5,1,3,5,5
54547,2,3,6,3,1,9
54548,1,5,7,10,6,1
54549,1,1,1,7,4,9
54550,5,1,7,7,4,3
54551,3,4,2,6,4,6
54552,5,5,7,3,1,8
54553,2,5,2,6,6,8
54554,3,4,7,10,3,5
54555,5,1,4,6,2,9
54556,3,5,5,5,2,6
54557,3,4,1,2,6,2
54558,1,4,7,4,4,1
54559,3,3,6,6,5,4
54560,2,1,7,5,4,9
54561,1,4,5,4,4,6
54562,3,2,7,3,6,7
54563,3,1,2,1,5,1
54564,4,1,3,7,1,1
54565,3,1,1,8,4,8
54566,5,2,7,8,2,7
54567,4,1,2,7,6,2
54568,4,5,4,3,4,3
54569,4,3,4,10,4,8
54570,2,5,6,6,3,8
54571,5,3,6,10,5,8
54572,2,5,4,2,6,9
54573,5,4,6,1,4,8
54574,5,5,7,7,6,10
54575,3,4,1,10,3,8
54576,1,2,2,8,4,4
54577,4,2,7,8,3,4
54578,4,4,6,4,1,5
54579,1,3,7,8,2,5
54580,5,5,3,2,4,8
54581,1,3,1,8,4,10
54582,5,2,3,7,4,8
54583,1,1,7,10,6,9
54584,2,3,6,9,3,8
54585,5,5,1,6,6,1
54586,2,2,6,8,4,4
54587,3,2,7,3,3,9
54588,1,2,2,3,3,3
54589,2,1,4,1,3,10
54590,5,2,7,2,6,6
54591,1,5,7,1,6,10
54592,4,2,6,2,1,8
54593,2,1,3,10,4,7
54594,4,2,3,10,3,4
54595,5,4,4,5,4,10
54596,5,5,3,6,6,4
54597,5,2,3,4,1,10
54598,3,4,5,2,5,5
54599,3,3,1,8,4,7
54600,4,2,3,4,6,7
54601,5,5,2,5,1,5
54602,3,5,5,3,5,4
54603,2,2,6,10,3,3
54604,4,4,5,1,2,6
54605,5,5,6,7,3,10
54606,4,5,4,9,6,5
54607,3,4,3,3,3,5
54608,3,1,4,1,2,1
54609,3,4,1,9,2,6
54610,2,3,7,1,6,5
54611,3,5,7,5,5,3
54612,2,5,5,6,2,6
54613,4,5,1,2,1,8
54614,5,4,1,4,5,10
54615,3,1,7,8,4,3
54616,5,3,5,7,5,7
54617,4,5,2,6,3,2
54618,2,1,4,2,1,3
54619,3,3,7,3,6,3
54620,2,5,2,5,2,10
54621,2,1,2,7,1,8
54622,1,5,3,7,5,10
54623,5,2,7,3,6,6
54624,4,3,3,2,2,1
54625,5,4,4,7,6,5
54626,4,5,5,5,5,7
54627,5,3,6,2,6,2
54628,1,1,7,1,6,6
54629,4,3,2,8,1,3
54630,5,3,3,8,4,9
54631,3,3,3,10,5,5
54632,4,2,7,3,2,2
54633,1,1,4,4,2,8
54634,1,1,4,7,1,3
54635,4,3,3,5,5,4
54636,4,5,3,4,2,5
54637,1,1,4,8,6,4
54638,3,4,2,1,3,6
